DOI,Title,Year,First Authors,Affiliation
https://doi.org/10.1080/01584197.2016.1271990,The role of avian scavengers in the breakdown of carcasses in pastoral landscapes,2017,"['Peisley, RK', 'Saunders, ME', 'Robinson, WA', 'Luck, GW']",Charles Sturt University
https://doi.org/10.1126/scirobotics.aat8409,Robotic ecology: Tracking small dynamic animals with an autonomous aerial vehicle,2018,"['Cliff, OM', 'Saunders, DL', 'Fitch, R']",University of Sydney
https://doi.org/10.1007/s00227-017-3079-z,Testing and deployment of C-VISS (cetacean-borne video camera and integrated sensor system) on wild dolphins,2017,"['Pearson, HC', 'Jones, PW', 'Srinivasan, M', 'Lundquist, D', 'Pearson, CJ', 'Stockin, KA', 'Machovsky-Capuska, GE']",University of Alaska System
https://doi.org/10.1002/rse2.226,Using camera traps to estimate ungulate abundance: a comparison of mark-resight methods,2022,"['Taylor, JC', 'Bates, SB', 'Whiting, JC', 'McMillan, BR', 'Larsen, RT']",United States Department of the Interior
https://doi.org/10.1111/icad.12490,Impacts of artificial lighting at night on insect conservation,2021,"['Stewart, AJA']",University of Sussex
https://doi.org/10.1071/WR19195,"Translocation is not a viable conflict-resolution tool for a large fossorial mammal, Lasiorhinus latifrons",2021,"[""O'Brien, C"", 'Sparrow, E', 'Dibben, R', 'Ostendorf, B', 'Taggart, D']",University of Adelaide
https://doi.org/10.1016/j.anucene.2017.11.026,"Intelligent intrusion detection system featuring a virtual fence, active intruder detection, classification, tracking, and action recognition",2018,"['Kim, SH', 'Lim, SC', 'Kim, DY']",Sunchon National University
https://doi.org/10.1038/s41597-022-01235-3,A biologging database of juvenile white sharks from the northeast Pacific,2022,"[""O'Sullivan, J"", 'Lowe, CG', 'Sosa-Nishizaki, O', 'Jorgensen, SJ', 'Anderson, JM', 'Farrugia, TJ', 'Garcia-Rodriguez, E', 'Lyons, K', 'McKinzie, MK', 'Onate-Gonzalez, EC', 'Weng, K', 'White, CF', 'Winkler, C', 'Van Houtan, KS']",Monterey Bay Aquarium Research Institute
https://doi.org/10.1002/ecs2.2331,Three novel methods to estimate abundance of unmarked animals using remote cameras,2018,"['Moeller, AK', 'Lukacs, PM', 'Horne, JS']",University of Montana System
https://doi.org/10.1119/10.0001771,A perfectly inelastic collision: Bulk prey engulfment by baleen whales and dynamical implications for the world's largest cetaceans,2020,"['Potvin, J', 'Cade, DE', 'Werth, AJ', 'Shadwick, RE', 'Goldbogen, JA']",Saint Louis University
https://doi.org/10.3390/rs13142803,The Methodology for Identifying Secondary Succession in Non-Forest Natura 2000 Habitats Using Multi-Source Airborne Remote Sensing Data,2021,"['Osinska-Skotak, K', 'Radecka, A', 'Ostrowski, W', 'Michalska-Hejduk, D', 'Charyton, J', 'Bakula, K', 'Piorkowski, H']",Warsaw University of Technology
https://doi.org/10.1007/978-3-030-00524-5_6,SiloMAS: A MAS for Smart Silos to Optimize Food and Water Consumption on Livestock Holdings,2020,"['Marquez, S', 'Casado-Vara, R', 'Gonzalez-Briones, A', 'Prieto, J', 'Corchado, JM']",University of Salamanca
https://doi.org/10.1016/j.ecoinf.2021.101237,Acoustic auto-encoders for biodiversity assessment,2021,"['Rowe, B', 'Eichinski, P', 'Zhang, JL', 'Roe, P']",Queensland University of Technology (QUT)
https://doi.org/10.1002/aqc.3605,Ecoacoustics as a novel tool for assessing pond restoration success: Results of a pilot study,2021,"['Greenhalgh, JA', 'Stone, HJR', 'Fisher, T', 'Sayer, CD']",University of London
https://doi.org/10.1117/12.2585991,Fish Recognition in Underwater Environments using Deep Learning and Audio Data,2021,"['Laplante, JF', 'Akhloufi, MA', 'Gervaise, C']",University of Moncton
https://doi.org/10.1111/csp2.568,"Methods for wildlife monitoring in tropical forests: Comparing human observations, camera traps, and passive acoustic sensors",2021,"['Zwerts, JA', 'Stephenson, PJ', 'Maisels, F', 'Rowcliffe, M', 'Astaras, C', 'Jansen, PA', 'van der Waarde, J', 'Sterck, LEHM', 'Verweij, PA', 'Bruce, T', 'Brittain, S', 'van Kuijk, M']",League of European Research Universities - LERU
https://doi.org/10.1177/19400829211058295,Passive Acoustic Monitoring of Chaco Chachalaca (Ortalis canicollis) Over a Year: Vocal Activity Pattern and Monitoring Recommendations,2021,"['Perez-Granados, C', 'Schuchmann, KL']",Universidade Federal de Mato Grosso
https://doi.org/10.1002/wsb.1156,Illuminating the Nocturnal Habits of Owls with Emerging Tagging Technologies,2021,"['Wood, CM', 'Zulla, C', 'Whitmore, S', 'Reid, D', 'Kramer, HA', 'Keane, JJ', 'Sawyer, SC', 'Roberts, KN', 'Dotters, BP', 'Klinck, H', 'Berigan, W', 'Gutierrez, RJ', 'Peery, MZ']",University of Wisconsin System
https://doi.org/10.1371/journal.pcbi.1008698,Sensing ecosystem dynamics via audio source separation: A case study of marine soundscapes off northeastern Taiwan,2021,"['Lin, TH', 'Akamatsu, T', 'Tsao, Y']",Academia Sinica - Taiwan
https://doi.org/10.1111/2041-210X.13711,scikit-maad: An open-source and modular toolbox for quantitative soundscape analysis in Python,2021,"['Ulloa, JS', 'Haupert, S', 'Latorre, JF', 'Aubin, T', 'Sueur, J']",Alliance
https://doi.org/10.1111/cobi.13465,The uses and implications of avian vocalizations for conservation planning,2021,"['Lewis, RN', 'Williams, LJ', 'Gilman, RT']",University of Manchester
https://doi.org/10.1080/09524622.2019.1691655,Using playbacks to monitor and investigate the behaviour of wild maned wolves,2021,"['Ferreira, LS', 'Damo, JS', 'Sabato, V', 'Baumgarten, JE', 'Rodrigues, FHG', 'Sousa-Lima, R']",Universidade Federal do Rio Grande do Norte
https://doi.org/10.1016/j.ecolind.2020.106953,"Assessing the potential of acoustic indices for protected area monitoring in the Serra do Cipo National Park, Brazil",2021,"['Campos, IB', 'Fewster, R', 'Truskinger, A', 'Towsey, M', 'Roe, P', 'Vasques, D', 'Lee, W', 'Gaskett, A']",University of Auckland
https://doi.org/10.1098/rspb.2020.2718,A deepening understanding of animal culture suggests lessons for conservation,2021,"['Brakes, P', 'Carroll, EL', 'Dall, SRX', 'Keith, SA', 'McGregor, PK', 'Mesnick, SL', 'Noad, MJ', 'Rendell, L', 'Robbins, MM', 'Rutz, C', 'Thornton, A', 'Whiten, A', 'Whiting, MJ', 'Aplin, LM', 'Bearhop, S', 'Ciucci, P', 'Fishlock, V', 'Ford, JKB', 'di Sciara, GN', 'Simmonds, MP', 'Spina, F', 'Wade, PR', 'Whitehead, H', 'Williams, J', 'Garland, EC']",University of Exeter
https://doi.org/10.1016/j.ecolind.2021.107419,Workflow and convolutional neural network for automated identification of animal sounds,2021,"['Ruff, ZJ', 'Lesmeister, DB', 'Appel, CL', 'Sullivan, CM']",United States Department of Agriculture (USDA)
https://doi.org/10.3390/jmse9070685,On the Importance of Passive Acoustic Monitoring Filters,2021,"['Aguiar, R', 'Maguolo, G', 'Nanni, L', 'Costa, Y', 'Silla, C']",Pontificia Universidade Catolica do Parana
https://doi.org/10.1080/09524622.2019.1685408,CARACAL: a versatile passive acoustic monitoring tool for wildlife research and conservation,2021,"['Wijers, M', 'Loveridge, A', 'Macdonald, DW', 'Markham, A']",League of European Research Universities - LERU
https://doi.org/10.1111/2041-210X.13789,BoomBox: An Automated Behavioural Response (ABR) camera trap module for wildlife playback experiments,2022,"['Palmer, MS', 'Wang, C', 'Plucinski, J', 'Pringle, RM']",Princeton University
https://doi.org/10.1016/j.ecolind.2021.107627,Mapping ecoacoustic hot spots and moments of biodiversity to inform conservation and urban planning,2021,"['Holgate, B', 'Maggini, R', 'Fuller, S']",Queensland University of Technology (QUT)
https://doi.org/10.1080/09524622.2020.1730241,Automatic bird sound detection: logistic regression based acoustic occupancy model,2021,"['Tseng, YC', 'Eskelson, BNI', 'Martin, K', 'LeMay, V']",University of British Columbia
https://doi.org/10.1109/IVCNZ54163.2021.9653250,Deep Convolutional Neural Networks for Detecting Dolphin Echolocation Clicks,2021,"['Buchanan, C', 'Bi, Y', 'Xue, B', 'Vennell, R', 'Childerhouse, S', 'Pine, MK', 'Briscoe, D', 'Zhang, MJ']",Victoria University Wellington
https://doi.org/10.1098/rsif.2021.0297,Improve automatic detection of animal call sequences with temporal context,2021,"['Madhusudhana, S', 'Shiu, Y', 'Klinck, H', 'Fleishman, E', 'Liu, XB', 'Nosal, EM', 'Helble, T', 'Cholewiak, D', 'Gillespie, D', 'Sirovic, A', 'Roch, MA']",Cornell University
https://doi.org/10.1007/s10772-022-09957-w,Acoustic domain mismatch compensation in bird audio detection,2022,"['Tang, TT', 'Long, YH', 'Li, YJ', 'Liang, JE']",Shanghai Normal University
https://doi.org/10.1016/j.indic.2021.100141,Hybrid bioacoustic and ecoacoustic analyses provide new links between bird assemblages and habitat quality in a winter boreal forest,2021,"['Shaw, T', 'Hedes, R', 'Sandstrom, A', 'Ruete, A', 'Hiron, M', 'Hedblom, M', 'Eggers, S', 'Mikusinski, G']",League of European Research Universities - LERU
https://doi.org/10.1007/s10764-021-00245-z,Noninvasive Technologies for Primate Conservation in the 21st Century,2022,"['Piel, AK', 'Crunchant, A', 'Knot, IE', 'Chalmers, C', 'Fergus, P', 'Mulero-Pazmany, M', 'Wich, SA']",University of London
https://doi.org/10.1038/s41598-021-96378-5,Biogeography of acoustic biodiversity of NW Mediterranean coralligenous reefs,2021,"['Di Iorio, L', 'Audax, M', 'Deter, J', 'Holon, F', 'Lossent, J', 'Gervaise, C', 'Boissery, P']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1002/ece3.8902,Localizing wild chimpanzees with passive acoustics,2022,"['Crunchant, AS', 'Isaacs, JT', 'Piel, AK']",Liverpool John Moores University
https://doi.org/10.7717/peerj.12326,Vocal communication in wild chimpanzees: a call rate study,2021,"['Crunchant, AS', 'Stewart, FA', 'Piel, AK']",Liverpool John Moores University
https://doi.org/10.1007/s10531-020-02107-1,Deep learning improves acoustic biodiversity monitoring and new candidate forest frog species identification (genus Platymantis) in the Philippines,2021,"['Khalighifar, A', 'Brown, RM', 'Vallejos, JG', 'Peterson, AT']",University of Kansas
https://doi.org/10.3390/s22093528,"Mapping of the Acoustic Environment at an Urban Park in the City Area of Milan, Italy, Using Very Low-Cost Sensors",2022,"['Benocci, R', 'Potenza, A', 'Bisceglie, A', 'Roman, HE', 'Zambon, G']",University of Milano-Bicocca
https://doi.org/10.3389/fevo.2021.761147,Using a Novel Visualization Tool for Rapid Survey of Long-Duration Acoustic Recordings for Ecological Studies of Frog Chorusing,2022,"['Brodie, S', 'Towsey, M', 'Allen-Ankins, S', 'Roe, P', 'Schwarzkopf, L']",James Cook University
https://doi.org/10.1016/j.ecoinf.2022.101554,Acoustic region workflow for efficient comparison of soundscapes under different invasive mammals' management regimes,2022,"['Campos, IB', 'Fewster, R', 'Landers, T', 'Truskinger, A', 'Towsey, M', 'Roe, P', 'Lee, W', 'Gaskett, A']",University of Auckland
https://doi.org/10.1111/cobi.13718,Automated detection of frog calls and choruses by pulse repetition rate,2021,"['Lapp, S', 'Wu, TH', 'Richards-Zawacki, C', 'Voyles, J', 'Rodriguez, KM', 'Shamon, H', 'Kitzes, J']",Pennsylvania Commonwealth System of Higher Education (PCSHE)
https://doi.org/10.1016/j.ecolind.2021.107750,Evaluating the efficacy of visual encounter and automated acoustic survey methods in anuran assemblages of the Yungas Andean forests of Argentina,2021,"['Boullhesen, M', 'Vaira, M', 'Barquez, RM', 'Akmentins, MS']",Miguel Lillo Foundation
https://doi.org/10.3390/land10101087,Four Years Continuous Monitoring Reveals Different Effects of Urban Constructed Wetlands on Bats,2021,"['Li, H', 'Petric, R', 'Alazzawi, Z', 'Kauzlarich, J', 'Mahmoud, RH', 'McFadden, R', 'Perslow, N', 'Flores, AR', 'Soufi, H', 'Morales, K', 'Kalcounis-Rueppell, MC', 'Schug, MD', 'Zarecky, LA']",University of North Carolina
https://doi.org/10.1121/10.0009429,"Passive acoustic monitoring reveals year-round marine mammal community composition off Tasiilaq, Southeast Greenland",2022,"['Mattmueller, RM', 'Thomisch, K', 'Van Opzeeland, I', 'Laidre, KL', 'Simon, M']",Helmholtz Association
https://doi.org/10.1016/j.pecon.2021.04.003,Environmental sound as a mirror of landscape ecological integrity in monitoring programs,2021,"['Sanchez-Giraldo, C', 'Ayram, CC', 'Daza, JM']",Universidad de Antioquia
https://doi.org/10.1007/s00265-022-03130-8,Testing the maintenance of natural responses to survival-relevant calls in the conservation breeding population of a critically endangered corvid (Corvus hawaiiensis),2022,"['Sabol, AC', 'Greggor, AL', 'Masuda, B', 'Swaisgood, RR']",State University System of Florida
https://doi.org/10.1007/978-3-030-99739-7_49,LifeCLEF 2022 Teaser: An Evaluation of Machine-Learning Based Species Identification and Species Distribution Prediction,2022,"['Joly, A', 'Goeau, H', 'Kahl, S', 'Picek, L', 'Lorieul, T', 'Cole, E', 'Deneu, B', 'Servajean, M', 'Durso, A', 'Bolon, I', 'Glotin, H', 'Planque, R', 'Vellinga, WP', 'Klinck, H', 'Denton, T', 'Eggel, I', 'Bonnet, P', 'Muller, H', 'Sulc, M']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1016/j.ecolind.2022.108831,Soundscape classification with convolutional neural networks reveals temporal and geographic patterns in ecoacoustic data,2022,"['Quinn, CA', 'Burns, P', 'Gill, G', 'Baligar, S', 'Snyder, RL', 'Salas, L', 'Goetz, SJ', 'Clark, ML']",Northern Arizona University
https://doi.org/10.1007/s10531-020-02092-5,Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys,2021,"['Dubos, N', 'Kerbiriou, C', 'Julien, JF', 'Barbaro, L', 'Barre, K', 'Claireau, F', 'Froidevaux, J', 'Le Viol, I', 'Lorrilliere, R', 'Roemer, C', 'Verfaillie, F', 'Bas, Y']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1071/ZO20102,Effects of ecotourism on eastern yellow robin (Eopsaltria australis) vocal behaviour,2020,"['Potvin, DA', 'Anderson, MK', 'Levengood, AL']",University of the Sunshine Coast
https://doi.org/10.1111/2041-210X.13672,BatRack: An open-source multi-sensor device for wildlife research,2021,"['Gottwald, J', 'Lampe, P', 'Hochst, J', 'Friess, N', 'Maier, J', 'Leister, L', 'Neumann, B', 'Richter, T', 'Freisleben, B', 'Nauss, T']",Philipps University Marburg
https://doi.org/10.1007/s10336-021-01882-0,"Singing in a fragmented landscape: wrens in a tropical dry forest show sex differences in the effects of neighbours, time of day, and time of year",2021,"['Owen, KC', 'Mennill, DJ']",University of Windsor
https://doi.org/10.1007/978-3-030-86362-3_34,Bird Audio Diarization with Faster R-CNN,2021,"['Shrestha, R', 'Glackin, C', 'Wall, J', 'Cannings, N']",University of East London
https://doi.org/10.3389/fevo.2022.822415,Contrasting Effects of Chronic Anthropogenic Disturbance on Activity and Species Richness of Insectivorous Bats in Neotropical Dry Forest,2022,"['Meramo, K', 'Ovaskainen, O', 'Bernard, E', 'Silva, CR', 'Laine, VN', 'Lilley, TM']",University of Helsinki
https://doi.org/10.1002/ece3.8554,Estimating the abundance of the critically endangered Baltic Proper harbour porpoise (Phocoena phocoena) population using passive acoustic monitoring,2022,"['Amundin, M', 'Carlstrom, J', 'Thomas, L', 'Carlen, I', 'Teilmann, J', 'Tougaard, J', 'Loisa, O', 'Kyhn, LA', 'Sveegaard, S', 'Burt, ML', 'Pawliczka, I', 'Koza, R', 'Arciszewski, B', 'Galatius, A', 'Laaksonlaita, J', 'MacAuley, J', 'Wright, AJ', 'Gallus, A', 'Dahne, M', 'Acevedo-Gutierrez, A', 'Benke, H', 'Koblitz, J', 'Tregenza, N', 'Wennerberg, D', 'Brundiers, K', 'Kosecka, M', 'Ljungqvist, CT', 'Jussi, I', 'Jabbusch, M', 'Lyytinen, S', 'Saskov, A', 'Blankett, P']",University of St Andrews
https://doi.org/10.1371/journal.pone.0252092,"Passive acoustic monitoring for detecting the Yellow-bellied Glider, a highly vocal arboreal marsupial",2021,"['Whisson, DA', 'McKinnon, F', 'Lefoe, M', 'Rendall, AR']",Deakin University
https://doi.org/10.1002/ece3.7585,Pond Acoustic Sampling Scheme: A draft protocol for rapid acoustic data collection in small waterbodies,2021,"['Abrahams, C', 'Desjonqueres, C', 'Greenhalgh, J']",Nottingham Trent University
https://doi.org/10.3389/fevo.2021.738537,Multi-Index Ecoacoustics Analysis for Terrestrial Soundscapes: A New Semi-Automated Approach Using Time-Series Motif Discovery and Random Forest Classification,2021,"['Scarpelli, MDA', 'Liquet, B', 'Tucker, D', 'Fuller, S', 'Roe, P']",Queensland University of Technology (QUT)
https://doi.org/10.1098/rspb.2021.0225,Loss of vocal culture and fitness costs in a critically endangered songbird,2021,"['Crates, R', 'Langmore, N', 'Ranjard, L', 'Stojanovic, D', 'Rayner, L', 'Ingwersen, D', 'Heinsohn, R']",Australian National University
https://doi.org/10.3390/ani12091081,Long-Distance Counter Calling in Maned Wolves: Friends or Foes?,2022,"['Ferreira, LS', 'Sabato, V', 'Pinheiro, TA', 'Neto, E', 'Rocha, LH', 'Baumgarten, J', 'Rodrigues, FH', 'Sousa-Lima, RS']",Universidade Federal do Rio Grande do Norte
https://doi.org/10.1038/s42003-021-02746-2,"Bio-acoustic tracking and localization using heterogeneous, scalable microphone arrays",2021,"['Verreycken, E', 'Simon, R', 'Quirk-Royal, B', 'Daems, W', 'Barber, J', 'Steckel, J']",University of Antwerp
https://doi.org/10.1098/rsif.2021.0264,Seismic localization of elephant rumbles as a monitoring approach,2021,"['Reinwald, M', 'Moseley, B', 'Szenicer, A', 'Nissen-Meyer, T', 'Oduor, S', 'Vollrath, F', 'Markham, A', 'Mortimer, B']",League of European Research Universities - LERU
https://doi.org/10.1002/aqc.3788,Seasonal and diel activities of the Yangtze finless porpoise in natural and highly disturbed habitats: Implications for conservation planning of freshwater cetaceans,2022,"['Chen, MM', 'Yu, DP', 'Wang, KW', 'Zhang, K', 'Wang, ZX']",Anqing Normal University
https://doi.org/10.1111/cobi.13516,Using the ecological significance of animal vocalizations to improve inference in acoustic monitoring programs,2021,"['Wood, CM', 'Klinck, H', 'Gustafson, M', 'Keane, JJ', 'Sawyer, SC', 'Gutierrez, RJ', 'Peery, MZ']",University of Wisconsin System
https://doi.org/10.1016/j.gecco.2021.e01819,Assessing the structure and drivers of biological sounds along a disturbance gradient,2021,"['Diepstraten, J', 'Willie, J']",League of European Research Universities - LERU
https://doi.org/10.1016/j.ecolind.2021.107897,The Caatinga Orchestra: Acoustic indices track temporal changes in a seasonally dry tropical forest,2021,"['Oliveira, EG', 'Ribeiro, MC', 'Roe, P', 'Sousa-Lima, RS']",Universidade Federal do Rio Grande do Norte
https://doi.org/10.1016/j.ecolind.2021.108205,Multi-method biodiversity assessments from wetlands in Grand Teton National Park,2021,"['Levandowski, ML', 'Litt, AR', 'McKenna, MF', 'Burson, S', 'Legg, KL']",Montana State University System
https://doi.org/10.1007/s13364-021-00562-x,Assessing different methods for measuring mammal diversity in two southern African arid ecosystems,2021,"['Burt, C', 'Fritz, H', 'Keith, M', 'Guerbois, C', 'Venter, JA']",Nelson Mandela University
https://doi.org/10.3390/s22093404,MASE: An Instrument Designed to Record Underwater Soundscape,2022,"['Rodriguez-Mendez, I', 'Luke, JP', 'Gonzalez, FLR']",Universidad de la Laguna
https://doi.org/10.3389/fmars.2021.631262,A Novel Framework to Predict Relative Habitat Selection in Aquatic Systems: Applying Machine Learning and Resource Selection Functions to Acoustic Telemetry Data From Multiple Shark Species,2021,"['Griffin, LP', 'Casselberry, GA', 'Hart, KM', 'Jordaan, A', 'Becker, SL', 'Novak, AJ', 'DeAngelis, BM', 'Pollock, CG', 'Lundgren, I', 'Hillis-Starr, Z', 'Danylchuk, AJ', 'Skomal, GB']",University of Massachusetts System
https://doi.org/10.7717/peerj.11935,Optimizing the power of human performed audio surveys for monitoring the endangered Houston toad using automated recording devices,2021,"['MacLaren, AR', 'Crump, PS', 'Forstner, MRJ']",Texas State University System
https://doi.org/10.1016/j.scitotenv.2021.144988,Changes on soundscapes reveal impacts of wildfires in the fauna of a Brazilian savanna,2021,"['Duarte, MHL', 'Sousa-Lima, RS', 'Young, RJ', 'Vasconcelos, MF', 'Bittencourt, E', 'Scarpelli, MDA', 'Farina, A', 'Pieretti, N']",Pontificia Universidade Catolica de Minas Gerais
https://doi.org/10.3389/fevo.2022.828503,Is It Time for Ecotremology?,2022,"['Sturm, R', 'Diez, JJL', 'Polajnar, J', 'Sueur, J', 'Virant-Doberlet, M']",National Institute of Biology - Slovenia
https://doi.org/10.3389/fmars.2020.608848,"Spatial Connectivity and Drivers of Shark Habitat Use Within a Large Marine Protected Area in the Caribbean, The Bahamas Shark Sanctuary",2021,"['Gallagher, AJ', 'Shipley, ON', 'Bergmann, MPMV', 'Brownscombe, JW', 'Dahlgren, CP', 'Frisk, MG', 'Griffin, LP', 'Hammerschlag, N', 'Kattan, S', 'Papastamatiou, YP', 'Shea, BD', 'Kessel, ST', 'Duarte, CM']",State University of New York (SUNY) System
https://doi.org/10.1111/1365-2664.14099,Mini-acoustic sensors reveal occupancy and threats to koalas Phascolarctos cinereus in private native forests,2022,"['Law, B', 'Kerr, I', 'Gonsalves, L', 'Brassil, T', 'Eichinski, P', 'Truskinger, A', 'Roe, P']",NSW Department of Primary Industries
https://doi.org/10.5751/ACE-01773-160109,Eastern Black Rail detection using semi-automated analysis of long-duration acoustic recordings,2021,"['Znidersic, E', 'Towsey, MW', 'Hand, C', 'Watson, DM']",Charles Sturt University
https://doi.org/10.1002/wsb.1215,White-nose Syndrome and Environmental Correlates to Landscape-Scale Bat Presence,2021,"['Barr, EL', 'Silvis, A', 'Armstrong, MP', 'Ford, WM']",United States Department of the Interior
https://doi.org/10.3390/info12080290,Estimating Livestock Grazing Activity in Remote Areas Using Passive Acoustic Monitoring,2021,"['Karmiris, I', 'Astaras, C', 'Ioannou, K', 'Vasiliadis, I', 'Youlatos, D', 'Stefanakis, N', 'Chatziefthimiou, AD', 'Kominos, T', 'Galanaki, A']",Aristotle University of Thessaloniki
https://doi.org/10.1111/2041-210X.13578,Integrating automated acoustic vocalization data and point count surveys for estimation of bird abundance,2021,"['Doser, JW', 'Finley, AO', 'Weed, AS', 'Zipkin, EF']",Michigan State University
https://doi.org/10.1016/j.fishres.2021.106092,Adaptive Resolution Imaging Sonar (ARIS) as a tool for marine fish identification,2021,"['Jones, RE', 'Griffin, RA', 'Unsworth, RKF']",Swansea University
https://doi.org/10.1111/aec.12993,First record of acoustic behaviour in Sulawesi bear cuscus (Ailurops ursinus),2021,"['Bool, I', 'Slaymaker, M', 'Magrath, RD', 'Arfian, A', 'Karya, A', 'Analuddin, K', 'Jones, SKC']",University of Wollongong
https://doi.org/10.1016/j.biocon.2020.108865,Slow breeding rates and low population connectivity indicate Australian palm cockatoos are in severe decline,2021,"['Keighley, MV', 'Haslett, S', 'Zdenek, CN', 'Heinsohn, R']",Australian National University
https://doi.org/10.3354/meps13632,Residency and habitat use patterns by sympatric stingrays at a remote atoll in the Western Indian Ocean,2021,"['Elston, C', 'Cowley, PD', 'von Brandis, RG', 'Lea, J']",Rhodes University
https://doi.org/10.1002/ajp.23249,Filling in the gaps: Acoustic gradation increases in the vocal ontogeny of chimpanzees (Pan troglodytes),2021,"['Taylor, D', 'Dezecache, G', 'Davila-Ross, M']",University of Portsmouth
https://doi.org/10.1007/s13364-021-00570-x,Bat echolocation in continental China: a systematic review and first acoustic identification key for the country,2021,"['Lopez-Bosch, D', 'Huang, JCC', 'Wang, YP', 'Palmeirim, AF', 'Gibson, L', 'Lopez-Baucells, A']",Southern University of Science & Technology
https://doi.org/10.1111/mam.12248,Limitations of acoustic monitoring at wind turbines to evaluate fatality risk of bats,2021,"['Voigt, CC', 'Russo, D', 'Runkel, V', 'Goerlitz, HR']",Leibniz Institut fur Zoo und Wildtierforschung
https://doi.org/10.3996/JFWM-20-071,Remote Ecological Monitoring with Smartphones and Tasker,2021,"['Donovan, T', 'Balantic, C', 'Katz, J', 'Massar, M', 'Knutson, R', 'Duh, K', 'Jones, P', 'Epstein, K', 'Lacasse-Roger, J', 'Dias, J']",United States Department of the Interior
https://doi.org/10.3390/ani11041026,Individual Differences in the Vocal Communication of Malayan Tapirs (Tapirus indicus) Considering Familiarity and Relatedness,2021,"['Walb, R', 'von Fersen, L', 'Meijer, T', 'Hammerschmidt, K']",Wageningen University & Research
https://doi.org/10.1111/1365-2656.13416,Noise and landscape features influence habitat use of mammalian herbivores in a natural gas field,2021,"['Kleist, NJ', 'Buxton, RT', 'Lendrum, PE', 'Linares, C', 'Crooks, KR', 'Wittemyer, G']",Colorado State University
https://doi.org/10.1002/ece3.7678,Combining point counts and autonomous recording units improves avian survey efficacy across elevational gradients on two continents,2021,"['Drake, A', 'de Zwaan, DR', 'Altamirano, TA', 'Wilson, S', 'Hick, K', 'Bravo, C', 'Ibarra, JT', 'Martin, K']",University of British Columbia
https://doi.org/10.1007/s10531-021-02139-1,Using bioacoustics to monitor gibbons,2021,"['Vu, TT', 'Doherty, PF']",Vietnam National University of Agriculture (VNUA)
https://doi.org/10.1016/j.ecolind.2022.108712,Exploring spatio-temporal variation in soundscape saturation of an African tropical forest landscape,2022,"['Zwerts, JA', 'Wiegers, JN', 'Sterck, EHM', 'van Kuijk, M']",League of European Research Universities - LERU
https://doi.org/10.1002/wsb.1236,Acoustic Exposure to Turbine Operation Quantifies Risk to Bats at Commercial Wind Energy Facilities,2021,"['Peterson, TS', 'McGill, B', 'Hein, CD', 'Rusk, A']",University of Maine System
https://doi.org/10.1098/rsos.201598,Low-frequency sampling rates are effective to record bottlenose dolphins,2021,"['Romeu, B', 'Machado, AMS', 'Daura-Jorge, FG', 'Cremer, MJ', 'Alves, AKD', 'Simoes-Lopes, PC']",Universidade Federal de Santa Catarina (UFSC)
https://doi.org/10.1371/journal.pone.0243353,Assessment on the effectiveness of vessel-approach regulations to protect cetaceans in Australia: A review on behavioral impacts with case study on the threatened Burrunan dolphin (Tursiops australis),2021,"['Puszka, H', 'Shimeta, J', 'Robb, K']",Royal Melbourne Institute of Technology (RMIT)
https://doi.org/10.1002/wsb.1235,Testing Accuracy and Agreement among Multiple Versions of Automated Bat Call Classification Software,2021,"['Goodwin, KR', 'Gillam, EH']",North Dakota State University Fargo
https://doi.org/10.1007/s42991-021-00167-6,"Eyes, ears, or nose? Comparison of three non-invasive methods to survey wolf recolonisation",2021,"['Cozzi, G', 'Hollerbach, L', 'Suter, SM', 'Reiners, TE', 'Kunz, F', 'Tettamanti, F', 'Ozgul, A']",League of European Research Universities - LERU
https://doi.org/10.1186/s40462-022-00314-9,"Home sweet home: spatiotemporal distribution and site fidelity of the reef manta ray (Mobula alfredi) in Dungonab Bay, Sudan",2022,"['Knochel, AM', 'Hussey, NE', 'Kessel, ST', 'Braun, CD', 'Cochran, JEM', 'Hill, G', 'Klaus, R', 'Checkchak, T', 'El Hassen, NME', 'Younnis, M', 'Berumen, ML']",King Abdullah University of Science & Technology
https://doi.org/10.1578/AM.48.2.2022.117,"Pingers Reduce Small Cetacean Bycatch in a Peruvian Small-Scale Driftnet Fishery, but Humpback Whale (Megaptera novaeangliae) Interactions Abound",2022,"['Guidino, C', 'Campbell, E', 'Bielli, A', 'Pasara-Polack, A', 'Alfaro-Shigueto, J', 'Mangel, JC']",Universidad Cientifica del Sur (CIENTIFICA)
https://doi.org/10.1111/ibi.12944,Estimating bird density using passive acoustic monitoring: a review of methods and suggestions for further research,2021,"['Perez-Granados, C', 'Traba, J']",Autonomous University of Madrid
https://doi.org/10.4404/hystrix-00319-2020,Three decades later in the northern Kruger National Park: multiple acoustic and capture surveys may underestimate the true local richness of bats based on historical collections,2021,"['Brinkley, ER', 'Weier, SM', 'Parker, DM', 'Taylor, PJ']",Rhodes University
